"","aou","time.window","centroid_lat","centroid_lon","mean_total_abund"
"1",2890,1969,35.5203351739906,-88.0289949490637,36.1000580046404
"2",2890,1974,35.4480797203451,-88.2788153052451,32.396875
"3",2890,1979,35.0011297816399,-88.695433518451,27.0876833845104
"4",2890,1984,35.0649401738719,-88.7389135608732,25.3092442645074
"5",2890,1989,35.5169768453056,-89.6412354566186,21.2065282791817
"6",2890,1994,35.1734099055182,-90.693366764068,17.5385194307608
"7",2890,1999,35.4517569960352,-90.248870821625,13.3772128060264
"8",2890,2004,35.4515697251851,-91.8168870324656,12.8021338912134
"9",2890,2009,35.2112052416255,-91.5725334671289,9.82027138651882
"10",2890,2014,35.2354632322429,-93.3722979643155,11.1662196052775
"11",2930,1969,30.8323178672325,-102.592816038663,15.5769230769231
"12",2930,1974,31.7544030205487,-103.374408825137,14.1029279279279
"13",2930,1979,32.287181252904,-103.563513182645,11.2733766233766
"14",2930,1984,32.1219400826187,-103.871501412399,10.1865296803653
"15",2930,1989,32.3614652724778,-104.504912663484,9.29814814814815
"16",2930,1994,32.4035801910843,-104.100476383873,7.07066666666667
"17",2930,1999,31.7858788272961,-104.093693632083,10.0521857923497
"18",2930,2004,32.1000906398874,-103.8199510697,11.3219696969697
"19",2930,2009,32.1438230026677,-103.960815763563,6.06694214876033
"20",2930,2014,32.3662074368445,-103.713453848768,11.7973333333333
"21",2940,1969,38.1566298672721,-120.336754074852,12.9206666666667
"22",2940,1974,37.9576396914523,-120.498166336103,10.8988095238095
"23",2940,1979,38.5148181231865,-120.475914978313,12.7777163904236
"24",2940,1984,38.5637111750956,-120.318689757737,8.89026974951831
"25",2940,1989,38.8990536987283,-120.287798920465,11.5142276422764
"26",2940,1994,39.3683200028525,-119.988057967238,10.9850877192982
"27",2940,1999,40.9568330813776,-120.262155638991,10.1778822055138
"28",2940,2004,41.1604639934205,-120.020141239981,12.7852258852259
"29",2940,2009,40.6099525514938,-119.974749406175,11.9626436781609
"30",2940,2014,40.4105704175032,-120.006346259876,9.78444444444444
"31",3080,1969,48.6719823617323,-106.18204553685,2.25177304964539
"32",3080,1974,48.5981554930087,-104.459860612544,3.4
"33",3080,1979,47.9880052587476,-103.709854717792,3.26216216216216
"34",3080,1984,48.3831135844729,-103.034416542769,2.7337552742616
"35",3080,1989,48.5314566262862,-103.875325437519,3.6042071197411
"36",3080,1994,47.9270305760052,-103.291842518513,3.31615120274914
"37",3080,1999,48.0935322483891,-104.173444149998,2.72286821705426
"38",3080,2004,48.7307014567441,-103.427609460172,3.22980535279805
"39",3080,2009,48.2627175840441,-103.344636862055,3.34971428571429
"40",3080,2014,48.3830466552949,-104.18933554369,3.03237791932059
"41",3100,1969,34.1677910279621,-90.6506636037915,2.97183098591549
"42",3100,1974,36.8948294502252,-90.4943989231654,2.38135313531353
"43",3100,1979,36.972345064179,-92.1008119990611,2.47113289760349
"44",3100,1984,38.1931310802964,-92.3305204941414,2.52846666666667
"45",3100,1989,38.9789347428614,-91.1260519719534,2.20654140570633
"46",3100,1994,38.7319686904124,-90.4190529573088,2.46395544346364
"47",3100,1999,38.9607851454319,-91.5526150845742,2.69509433962264
"48",3100,2004,39.3118108601281,-92.2258304965051,3.10620005155968
"49",3100,2009,39.6097101451056,-91.3200671209474,3.04505494505494
"50",3100,2014,39.7018573149506,-90.2356460048229,3.14505532503458
"51",3200,1969,28.7259070578675,-86.6693711349914,7.43772893772894
"52",3200,1974,28.9398032929087,-89.2399349410411,6.21876876876877
"53",3200,1979,29.1243637282126,-88.8784813566152,4.56909722222222
"54",3200,1984,29.2323995875642,-86.6857388592556,4.27995169082126
"55",3200,1989,29.2377975768287,-86.325181659834,4.6312925170068
"56",3200,1994,29.1718884810514,-89.0501353126104,5.27693032015066
"57",3200,1999,29.1271261457025,-90.0219921620295,5.31381215469613
"58",3200,2004,29.2668942647996,-90.4626363204884,4.5991847826087
"59",3200,2009,29.4464304209132,-90.6915801492316,3.83881064162754
"60",3200,2014,29.421391337345,-89.5247074651015,3.91537800687285
"61",3210,1969,29.2591969497253,-99.5530028732143,3.37037037037037
"62",3210,1974,28.7485332377054,-98.8667876551838,3.28137254901961
"63",3210,1979,29.0105525247816,-99.075863431752,3.04114583333333
"64",3210,1984,29.4263078890102,-98.377984277147,2.93589743589744
"65",3210,1989,29.3316445265125,-98.411269605785,3.96449275362319
"66",3210,1994,30.2764185915246,-100.589360148981,4.35462962962963
"67",3210,1999,30.1618006068348,-98.8423941460773,3.54180327868852
"68",3210,2004,29.8661749222852,-98.6008693283756,3.19763779527559
"69",3210,2009,29.9129410797581,-97.5625582294143,2.49429893379399
"70",3210,2014,30.1712853049098,-97.3053963717091,2.30882352941176
"71",3260,1969,31.321359834893,-87.1844691082383,4.14676616915423
"72",3260,1974,31.7564619776059,-86.7976790568628,4.19784722222222
