"aou","time.window","centroid_lat","centroid_lon","mean_total_abund"
2890,1969,33.5757221388281,-91.1125248444915,26.9544498491314
2890,1974,33.1879664223049,-92.0149248197986,27.3249592735771
2890,1979,32.952118859758,-92.3296846774863,24.8408466034795
2890,1984,33.2450580460446,-92.5781868991625,20.0621956098284
2890,1989,33.765043976607,-93.0226333562002,17.8577535511573
2890,1994,33.5619875527537,-93.2129910566101,14.7673170733752
2890,1999,34.0484896657029,-92.8687368002684,10.310658268835
2890,2004,33.5505492448344,-94.1862159575177,9.89771727443199
2890,2009,33.7429084448227,-93.7351227988052,7.46610408306973
2890,2014,33.4537950629798,-95.6414771135854,10.3043297488495
2930,1969,30.8212192908493,-102.323621687126,11.1754807692308
2930,1974,31.5828368389689,-103.741189615841,10.6929656084656
2930,1979,32.300417772235,-104.381565085918,7.6679387270259
2930,1984,32.0311282083964,-104.494465098362,7.83911663216011
2930,1989,32.0649522816544,-104.659035522594,7.31183596165739
2930,1994,31.7487578555409,-103.630048321321,5.49180370410839
2930,1999,31.4656583198042,-104.487453086813,7.12670209129836
2930,2004,31.7227128099136,-104.026033185705,8.45554110704111
2930,2009,31.8682459396113,-104.021232542857,4.29790764790765
2930,2014,31.500809667941,-103.068123391476,6.54499748763142
2940,1969,38.4502489088259,-119.894686981291,11.5003278122843
2940,1974,38.5882075871265,-120.16532750327,7.67535723084504
2940,1979,38.1612097725854,-119.748928238013,10.6290471781305
2940,1984,38.0852417559786,-119.647512224018,8.22388047138047
2940,1989,38.1893965860342,-119.548325315233,11.0076676715655
2940,1994,38.4426990557785,-119.295942802843,9.7120928363144
2940,1999,39.2496859860013,-119.580321075383,8.53678661411655
2940,2004,38.6913421277797,-118.831692543511,10.9466357517583
2940,2009,38.8061537220843,-119.323289251818,10.6773684405204
2940,2014,39.1746829642772,-119.367518220823,7.93082874199347
3080,1969,48.1606182998627,-110.113060259859,2.6546875
3080,1974,47.5370744979075,-105.766551973602,2.72686871044714
3080,1979,47.3988119141159,-104.079267271478,2.64975694444444
3080,1984,46.889845802636,-102.835235341652,2.03075247642917
3080,1989,46.352219177641,-105.880736601342,3.63874280481423
3080,1994,46.0671022604481,-104.367862963865,2.49076908541194
3080,1999,46.8061324140938,-105.522762095131,2.12750151894889
3080,2004,48.3070665680404,-103.971935526414,2.17020240375844
3080,2009,46.4007255352723,-102.222037092452,2.49489128123339
3080,2014,48.1971881974401,-105.150105642403,2.76666174513957
3100,1969,34.9186389189045,-93.6132363633209,2.31216931216931
3100,1974,37.110697254887,-92.3728748040472,2.19726001511716
3100,1979,36.9583128409499,-94.9211453972146,2.45370433964184
3100,1984,38.051297686077,-96.4136549274839,2.95327419877759
3100,1989,38.2121414132819,-96.7012800693718,2.40434203586021
3100,1994,36.8525446362811,-98.0006038960908,2.93264022629009
3100,1999,36.6060335993415,-98.3841270204619,3.17172743251925
3100,2004,37.0313377363766,-99.0733410589715,3.34923439000837
3100,2009,36.5544716283639,-98.2223805073379,3.41804150317785
3100,2014,35.1240447831472,-97.685435487566,4.28876462187854
3200,1969,28.6686823069578,-92.7022745531017,4.94327574525745
3200,1974,29.228329236628,-93.8566497291931,4.30703927025356
