"","aou","time.window","centroid_lat","centroid_lon","mean_total_abund"
"1",2890,1969,35.5198872224126,-88.0431876143233,36.1001742160279
"2",2890,1974,35.4476556070319,-88.290368281583,32.3996300033636
"3",2890,1979,34.9994492531278,-88.71940020505,27.0652322404372
"4",2890,1984,35.0649401738719,-88.7389135608732,25.3092442645074
"5",2890,1989,35.5167700054453,-89.6494508646596,21.2130382414935
"6",2890,1994,35.1727563368355,-90.7074054931606,17.5363325116406
"7",2890,1999,35.4513686988443,-90.2624254718532,13.3754173397954
"8",2890,2004,35.4510704823139,-91.8362050943797,12.7973618090452
"9",2890,2009,35.2103428382851,-91.5932922562632,9.81608558275006
"10",2890,2014,35.2343566385373,-93.403131835854,11.1575420213927
"11",2930,1969,30.8629255288773,-102.534949907648,15.3398692810458
"12",2930,1974,31.8147182345101,-103.049194623169,13.5382629107981
"13",2930,1979,32.375060653981,-103.220805638621,10.8313063063063
"14",2930,1984,32.1958493348566,-103.430323986608,9.61833333333333
"15",2930,1989,32.4297733093135,-103.910782880641,8.66168831168831
"16",2930,1994,32.4682632374361,-103.530188937176,6.68403361344538
"17",2930,1999,31.809501800134,-103.600075990612,9.62840579710145
"18",2930,2004,32.1261620590255,-103.55873903833,11.2584656084656
"19",2930,2009,32.186428880632,-103.592215621578,6.00102339181287
"20",2930,2014,32.4011720062496,-103.543700954515,12.0685028248588
"21",2940,1969,38.1554899740031,-120.343087811389,13.010752688172
"22",2940,1974,37.9702815425073,-120.504860438138,10.9258747697974
"23",2940,1979,38.5209536746576,-120.478751766258,12.832037037037
"24",2940,1984,38.5777166030149,-120.324637501285,8.91579457364341
"25",2940,1989,39.0796687450095,-120.338621339489,11.2454022988506
"26",2940,1994,39.4642938508728,-120.015541505241,10.9619592875318
"27",2940,1999,41.1412097225172,-120.311242331004,10.0404942965779
"28",2940,2004,41.1606956796422,-120.022698372348,12.8672816728167
"29",2940,2009,41.0717773179864,-120.077697249119,11.3291505791506
"30",2940,2014,40.6936230814102,-120.075880530933,9.47608370702541
"31",3080,1969,48.6505234653418,-106.163999039587,2.27898550724638
"32",3080,1974,48.4920161030138,-104.35171724823,3.43050847457627
"33",3080,1979,47.8644945504946,-103.614072992264,3.27638888888889
"34",3080,1984,48.3063599802473,-102.990464592362,2.80219298245614
"35",3080,1989,48.5104711787442,-103.849765098641,3.61993464052288
"36",3080,1994,47.9270305760052,-103.291842518513,3.31615120274914
"37",3080,1999,47.9959150043101,-104.046482699746,2.778
"38",3080,2004,48.5414132783364,-103.105192980928,3.27468193384224
"39",3080,2009,48.1666034033281,-103.308844280916,3.41011904761905
"40",3080,2014,48.2427673660111,-103.885377018183,3.10722222222222
"41",3100,1969,34.1612703229665,-90.4517776105263,2.98571428571429
"42",3100,1974,36.8948294502252,-90.4943989231654,2.38135313531353
"43",3100,1979,36.972345064179,-92.1008119990611,2.47113289760349
"44",3100,1984,38.2929613004635,-92.0593363206606,2.49846050870147
"45",3100,1989,38.9826363158217,-91.0781290377538,2.20950384346611
"46",3100,1994,38.7319877284446,-90.4099793506132,2.46580387205387
"47",3100,1999,38.9727520027674,-91.4707159687783,2.69299242424242
"48",3100,2004,39.3050036498285,-92.1515117328042,3.10655503634476
"49",3100,2009,39.6089631341304,-91.2809569723244,3.04906002481153
"50",3100,2014,39.7140279131965,-90.1238496089886,3.14683647359851
"51",3200,1969,28.7259070578675,-86.6693711349914,7.43772893772894
"52",3200,1974,28.9398032929087,-89.2399349410411,6.21876876876877
"53",3200,1979,29.1000063960035,-88.6503750791385,4.61843971631206
"54",3200,1984,29.2233359653833,-86.5901161620573,4.29416058394161
"55",3200,1989,29.226208691946,-86.1983341617673,4.67103448275862
"56",3200,1994,29.1471555937986,-88.824346451353,5.31331417624521
"57",3200,1999,29.0977667079687,-89.7788054600757,5.34157303370787
"58",3200,2004,29.2411752353133,-90.2326455534084,4.64675925925926
"59",3200,2009,29.4023646787908,-90.2662436993937,3.88333333333333
"60",3200,2014,29.3935867040204,-89.2637468079853,3.92844677137871
"61",3210,1969,29.2591969497253,-99.5530028732143,3.37037037037037
"62",3210,1974,28.7485332377054,-98.8667876551838,3.28137254901961
"63",3210,1979,28.9308090839724,-98.703105682276,3.04247311827957
"64",3210,1984,29.3506050904223,-97.9285012500754,2.90789473684211
"65",3210,1989,29.310464764289,-98.2912837475316,4.0137037037037
"66",3210,1994,29.9930715544016,-98.8266962580393,3.84961685823755
"67",3210,1999,30.1263901748717,-98.5647854151149,3.5771186440678
"68",3210,2004,29.8396772977756,-98.4265723657919,3.25284552845528
"69",3210,2009,29.8973414606462,-97.442418144898,2.50587421025731
"70",3210,2014,30.1597263616479,-97.2249038243693,2.33458646616541
"71",3260,1969,31.321359834893,-87.1844691082383,4.14676616915423
"72",3260,1974,31.7564619776059,-86.7976790568628,4.19784722222222
"73",3260,1979,32.2972263259209,-86.633015006224,3.88128991060026
"74",3260,1984,31.920540033256,-86.345425631268,4.24566441441441
"75",3260,1989,31.9298322150613,-85.7375917277918,4.82998259355962
"76",3260,1994,31.6853458422477,-87.1693538755067,5.16860465116279
"77",3260,1999,31.7492937545388,-86.5303275614304,5.78611111111111
"78",3260,2004,32.1108578949218,-87.1908871786211,5.86564277588168
"79",3260,2009,31.8176179647153,-86.7471253754398,6.93405390487191
"80",3260,2014,32.3986987794706,-86.641722651092,6.73303613170373
"81",3750,1969,39.0942602199041,-97.7046197264658,1.78396871945259
"82",3750,1974,40.154432018589,-99.4291326616984,1.5285811269518
"83",3750,1979,40.317938791903,-96.6749333945754,1.52094370860927
