"","aou","time.window","centroid_lat","centroid_lon","mean_total_abund"
"1",2890,1969,33.6809156119301,-90.8628606077255,30.1277716006237
"2",2890,1974,33.4051647457255,-91.5875563845988,27.3208206846844
"3",2890,1979,33.1675322019312,-92.0709447352456,25.4018606431534
"4",2890,1984,33.4576907200973,-92.3072092974179,21.100745064207
"5",2890,1989,33.8975960215566,-92.8905656703141,18.4390260547202
"6",2890,1994,33.7635261040794,-93.2849830458416,15.5030102520356
"7",2890,1999,34.1335824992242,-92.8662865052956,10.348490578403
"8",2890,2004,33.7474862567538,-93.9518593174368,10.1114276417802
"9",2890,2009,33.7548643283241,-93.390953118791,7.53903239105883
"10",2890,2014,33.4386868163009,-95.045403583955,10.4687811357387
"11",2930,1969,30.9974717329579,-102.493083011367,10.3727430555556
"12",2930,1974,31.8684469551806,-103.406217492687,9.54202024827025
"13",2930,1979,32.4342613667782,-103.61040739804,6.78894516941392
"14",2930,1984,32.1607701482573,-103.392659573732,6.75967120181406
"15",2930,1989,31.8909538079876,-103.635913046285,7.01847041847042
"16",2930,1994,31.5357983238237,-103.052070897966,5.46036380012531
"17",2930,1999,31.5300463216073,-104.378601839451,6.06518031189084
"18",2930,2004,31.5318420881489,-103.002873364003,8.03134868421053
"19",2930,2009,31.7430437824259,-103.360936249412,3.95090557590558
"20",2930,2014,31.7614056737468,-103.047252461262,6.42447916666667
"21",2940,1969,38.229067131525,-119.90513813524,11.660735460192
"22",2940,1974,38.3939880921638,-120.200260196965,7.74750452196382
"23",2940,1979,38.0753903969922,-119.755545434789,10.8129182053362
"24",2940,1984,38.1380535538903,-119.753913244686,8.23187524890482
"25",2940,1989,38.272559764604,-119.677768810506,11.1113966049383
"26",2940,1994,38.2463622604946,-119.326960064693,10.3876213733357
"27",2940,1999,39.2471534490161,-119.772385733719,10.0065340771264
"28",2940,2004,38.3401344313452,-118.824790432727,11.8603455419524
"29",2940,2009,38.9017799492576,-119.4492066508,10.660465118893
"30",2940,2014,38.9990106161735,-119.503613251284,8.08496479280677
"31",3080,1969,48.1786199986118,-109.918290576921,2.690625
"32",3080,1974,47.2705427505871,-104.848315708827,2.49761752136752
"33",3080,1979,47.7057700444867,-104.164819866891,2.48677248677249
"34",3080,1984,46.8715724983036,-101.865629752745,1.97048374905518
"35",3080,1989,48.1506655170419,-103.515735247762,3.33326363998407
"36",3080,1994,46.6220848619386,-102.669595428404,2.54106488749346
"37",3080,1999,45.9762203444402,-102.172729622124,2.17054988662132
"38",3080,2004,47.7539627652148,-99.4989874125774,2.56484927304255
"39",3080,2009,47.3882682058829,-100.868738868293,2.46191338854382
"40",3080,2014,46.0002156485033,-101.57140043392,3.72533089322686
"41",3100,1969,34.2448000893678,-93.2941072078874,2.40185185185185
"42",3100,1974,37.5366766168107,-92.427245474404,2.19354166666667
"43",3100,1979,37.3801305154627,-94.9066336253166,2.20403027528028
"44",3100,1984,39.803043054999,-94.8227568025524,2.85334572393463
"45",3100,1989,38.5048526863259,-97.1022209779943,2.60313208632443
"46",3100,1994,36.8627845625901,-97.675250693235,2.85177533354848
"47",3100,1999,36.8130170437268,-97.8594835300494,3.04985497301649
"48",3100,2004,37.0362407889045,-99.1325448110873,3.41354206643899
"49",3100,2009,36.4641180277599,-98.6128539582494,3.64140339084901
"50",3100,2014,35.2510196771332,-97.7198765384487,4.36119814658464
"51",3200,1969,28.5899606936748,-92.7478449805374,5.55918124332758
