"aou","time.window","centroid_lat","centroid_lon","mean_total_abund"
2890,1969,35.5203351739906,-88.0289949490637,36.1000580046404
2890,1974,35.4480797203451,-88.2788153052451,32.396875
2890,1979,35.0011297816399,-88.695433518451,27.0876833845104
2890,1984,35.0649401738719,-88.7389135608732,25.3092442645074
2890,1989,35.5169768453056,-89.6412354566186,21.2065282791817
2890,1994,35.1734099055182,-90.693366764068,17.5385194307608
2890,1999,35.4517569960352,-90.248870821625,13.3772128060264
2890,2004,35.4515697251851,-91.8168870324656,12.8021338912134
2890,2009,35.2112052416255,-91.5725334671289,9.82027138651882
2890,2014,35.2354632322429,-93.3722979643155,11.1662196052775
2930,1969,30.8323178672325,-102.592816038663,15.5769230769231
2930,1974,31.7544030205487,-103.374408825137,14.1029279279279
2930,1979,32.287181252904,-103.563513182645,11.2733766233766
2930,1984,32.1219400826187,-103.871501412399,10.1865296803653
2930,1989,32.3614652724778,-104.504912663484,9.29814814814815
2930,1994,32.4035801910843,-104.100476383873,7.07066666666667
2930,1999,31.7858788272961,-104.093693632083,10.0521857923497
2930,2004,32.1000906398874,-103.8199510697,11.3219696969697
2930,2009,32.1438230026677,-103.960815763563,6.06694214876033
2930,2014,32.3662074368445,-103.713453848768,11.7973333333333
2940,1969,38.1566298672721,-120.336754074852,12.9206666666667
2940,1974,37.9576396914523,-120.498166336103,10.8988095238095
2940,1979,38.5148181231865,-120.475914978313,12.7777163904236
2940,1984,38.5637111750956,-120.318689757737,8.89026974951831
2940,1989,38.8990536987283,-120.287798920465,11.5142276422764
2940,1994,39.3683200028525,-119.988057967238,10.9850877192982
2940,1999,40.9568330813776,-120.262155638991,10.1778822055138
2940,2004,41.1604639934205,-120.020141239981,12.7852258852259
2940,2009,40.6099525514938,-119.974749406175,11.9626436781609
2940,2014,40.4105704175032,-120.006346259876,9.78444444444444
2950,1969,33.4306998528391,-113.023052969243,13.7826086956522
2950,1974,33.4520773530274,-112.264985679417,13.1744186046512
2950,1979,33.4240078291808,-113.202420282738,16.7405982905983
2950,1984,33.2359178480996,-111.289862821099,16.7967592592593
