"aou","time.window","centroid_lat","centroid_lon","mean_total_abund"
2890,1969,35.5169129706971,-89.9066079027502,35.0093538897363
2890,1974,35.4299923972003,-90.5155650397181,31.7499483703835
2890,1979,34.9886747698641,-91.1293474221427,27.14657723491
2890,1984,35.3605696640351,-91.2820731103156,24.7454601300471
2890,1989,35.7937666664027,-92.0635135704724,21.7836848122894
2890,1994,35.8626201908587,-92.3777487086239,16.882754556951
2890,1999,35.8986475406672,-92.1206673326181,12.9066431724997
2890,2004,36.0681686790327,-93.1726896909757,12.1453656091851
2890,2009,36.0320241829271,-93.1688479075128,9.29393832531428
2890,2014,35.785848161941,-94.5076396302204,10.8652694082096
2930,1969,31.9477216865192,-103.870013235016,12.9632352941176
2930,1974,32.3627694466036,-104.250327032817,12.9281862745098
2930,1979,32.7930577376277,-104.27076787117,9.69904761904762
2930,1984,32.76339227414,-104.143495181132,9.11595238095238
2930,1989,32.2358671263613,-104.027472226783,9.22878787878788
2930,1994,32.2356225777419,-104.184853883879,6.48130952380952
2930,1999,32.1236834788411,-104.617850191848,7.34599673202614
2930,2004,32.3690068253331,-104.402246477624,9.91675925925926
2930,2009,32.2550248107864,-104.35814411976,5.36317204301075
2930,2014,33.0398168338421,-104.420758831225,9.95225694444444
2940,1969,39.2594004227788,-121.269980569257,10.6632513661202
2940,1974,39.5055029621017,-121.458245138121,9.3341392801252
2940,1979,40.0113519334936,-121.233250000606,10.9848592085236
2940,1984,39.4377808540195,-121.100528386581,8.17553174603175
2940,1989,39.990293301409,-121.066550839049,10.8938229166667
2940,1994,39.8608240804202,-120.800319866751,10.8673320413437
2940,1999,41.009114919144,-121.046707537128,9.80898100907029
2940,2004,40.9801570718694,-120.757412241111,12.5656014802925
2940,2009,41.1202365381781,-120.908990741237,11.2225681605976
2940,2014,41.2068971850361,-120.935687615591,9.45282986111111
2950,1969,33.6877230549607,-112.575303354747,16.6785714285714
2950,1974,33.6284906094793,-112.070289116206,14.075462962963
2950,1979,33.8219060862124,-113.572182408101,17.9788461538462
2950,1984,33.5421380090498,-111.949660633484,19.6444444444444
2950,1989,33.6044227628299,-111.311119229777,18.4650793650794
2950,1994,33.6714401231186,-111.714870751493,24.575
2950,1999,33.68170535051,-111.447917232882,23.5858974358974
2950,2004,33.5762795102957,-110.967735994668,22.6246031746032
2950,2009,33.561290705496,-110.865647133304,17.5506944444444
